file,speaker,text
037a4a0737,0f29b,आखिर के कुराको
0fb3917a56,46a1c,आखिर के हो ढुसी
08c9c3bc33,0f29b,आख्यानअनुसार मञ्जुश्रीले
08913cb533,2771e,आगमन तुरुन्त
04b827afb4,41d46,आगराको जनसङ्ख्याको
07a00fe90e,cce0f,आगरा र दिल्लीका लागि
0be7711074,f18bd,आग्रहको समेत उच्च
011663e25a,62e53,आग्रह गर्नु भएको
00b6823b6e,6a57a,आग्रह गर्ने थियो
06d0055b45,59e9e,आग्रह गर्‍यो
0639754b1a,51971,आङदिम तेह्रथुम जिल्लाको
03c2e78a4a,26ac9,आङ सान सुकी
0dec5b0cf2,02e53,आङसान सुकी का रूपमा
0f4a5ce77a,6fcfb,आचार्य थिए
01c81f1628,056c7,आजको प्रमुख
0e9b02d932,62ba7,आजको प्रमुख
0f06610ee2,64b63,आजको प्रमुख
088a83b660,a2ab6,आजको राजनैतिक नेपाल
05c6f8a5b3,b1066,आजको विश्व धेरै
00183d8749,c0181,आज त तपाईँलाई
09796e94ef,aaf41,आज पुत्रदा एकादशी हो जुन व्रतले व्रतकर्तालाई पुत्रसुख प्रदान गर्ने सामर्थ्य राख्दछ।
02ef54e643,ba3bf,आजबाट तिमीले जसलाई हेर्नेछौ
03a7a9cef6,43b70,आज्ञाअनुसार कमलाले अगाडि
08afee3afa,3ed65,आठमध्ये छ द्वार
0f7406021a,ea935,आठ रेसादार प्रजातिका
0c5aac5495,44345,आठवटा र निधनपछि
082df6d263,d26e5,आठ हजार भन्दा बढी
0902b267f8,8f7f7,आठ हजार मिटरभन्दा
0bde9d4483,94417,आत्मप्रकाशन पनि
0fa74d395f,9ef53,आत्मा छ नमार
0431700b2b,11542,आदरार्थी सर्वनाम प्रयोग
0b4b8d5423,61821,आदर्श नैतिकवान बनाउने
0258562b45,8570d,आदान प्रदान गरिन्छ
0b72b1132d,c0181,आदिकालदेखि नै रहँदै
0e668b76b3,1a81b,आदिकालदेखि नै रहँदै
03035f70ea,6ee13,आदिका लागि निर्वाचन
0cef71a7fb,c2858,आदि छन्
07d8a3c68d,fb429,आदित्य रोय कपूर
01c2185268,73d74,आदि पठाइन्छ
010c116db7,9fab8,आदिमा पाइन्छ
0dc01bcdde,90913,आदि रेकर्ड गराए
012abac1ce,ee253,आदिलिङ्ग कुशेश्वर भएको
032a6c9462,5df8e,आदिलिङ्ग कुशेश्वर भएको
0732fa1267,e7519,आदिवासीको परिभाषा
05f7db51c2,95eb0,आदिवासीको परिभाषाभित्र
0fc52f0e07,21ba4,आदिवासी जनजाति महिला
08816749f0,62ba7,आदिवासी जनजातिहरू
0a83e0e053,0d4f0,आदिवासीहरूको छ
0b563e21e2,5dae1,आदिवासीहरूको छ
0ad6d5bc5e,bee0c,आदिवासीहरूको मामलाले यस
0c6162fb09,f6cb7,आदि सामिल छन्
023ee89c79,412d7,आधा अस्ट्रेलियाली आदिवासीहरूलाई
008d4cc604,f07db,आधा महिना कार्तिक
06ddfb0b11,5d5fe,आधार थियो
013c2a9e75,cce0f,आधार बन्ने छ्न्
0d75638196,2846f,आधारबाट नगरकोट नाम
0f32721eac,35f03,आधारमा छुवाछुत गर्न
02f31d175a,ece77,आधार मानेर भएर
0af22317cb,55c0f,आधारमा मात्र मुद्दा
01bdfd071d,1d40e,आधार हो
0c0098ecf7,db4bc,आधा रातमा ती कन्या निदाएकै बेला उसको शरीरमा किरा उत्पन्न भए।
064359eccd,8aea1,आधारित कथाहरू
0b47bc6279,e2039,आधारित कम्प्युटर सञ्चालन
0efc951615,97b71,आधारित छ जसको
0ad6ca4a98,d4b2f,आधारित छन् भने
01dc906ab3,fc4f4,आधारित देखिन्छन्
03a170f48b,c359d,आधा सेरको हो
0607a272dd,dd9b6,आधी आकाश
07d6fd8d71,18008,आधी आकाश
02676624ab,58428,आधुनिक अस्पताल
0441a9d02a,fb429,आध्यात्मिक तथा दार्शनिक
01062dfaa6,a5793,आनन्द लियो
0c0532ae97,8478c,आनन्दवन नेपालको
06881bddaa,55c0f,आनी छोइङ पनि
01f10c2e7d,6f65d,आनुवंशिकता हेरेडिटी
0d779e2b50,24945,आनुवंशिक पदार्थमा उत्पन्न
0f311ad5a1,95635,आनुवंशिकी त्यो विज्ञान हो
09b4fdded3,90913,आन्दोलनको आँधीबेरी सिर्जना
06a4243d7b,73668,आन्दोलनको समयमा
03faa0a5df,07a6a,आन्दोलनपछि पनि
07a1ef719f,02e40,आन्दोलनमा उत्रे
016e39dd12,a1143,आन्दोलनमा समाहित भएका
087c0d9762,8389b,आन्दोलनले शक्ति प्राप्ति
07971d782e,2001f,आपसी मेलमिलापका लागि
0eb9926e2a,84519,आप्रवासीहरूको आगमन भयो
0f53cb45ed,1a81b,आफू पनि निरन्तर
05374f8aad,b7e01,आफूलाई हराउनु छैन
0592aeea31,393a5,आफूले भोगेको पीडा
0d0efd2cc3,21ba4,आफूले भोगेको पीडा
02eb81a8dc,6ee13,आफूहरूलाई जनताले
0d98fa43c0,f0c93,आफैँले रचेको हुँ
0659d6c5fd,43813,आफ्ना प्रियजनको
07b4826182,f6e28,आफ्ना प्रियजनको
0fd437a08b,8f7f7,आफ्ना मतदाताको
0e3e70c3d3,bdfe3,आफ्ना व्यक्तिगत कुनै
05b71bafc1,1d75d,आफ्नै नाम
0de6ff0e93,ce4af,आफ्नै मौलिकलाई
04e17bad38,145c1,आफ्नै लोहोरुङ भाषा बोल्छन्
0f7dfb5f08,ef6a0,आफ्नो अधिकांश आय
0d3ea50e5c,ca797,आफ्नो अभिव्यक्तिका क्रममा
0636d17aaf,f9ab5,आफ्नो अमेरिकी कन्जरभेटरि
0165bdb641,b4e60,आफ्नो अर्को प्रतियोगिता
069d32d754,d593e,आफ्नो अवलोकनहरूको पुष्टिको
05c72cf781,423bf,आफ्नो आन्दोलनलाई
0d1f72aae7,90bdd,आफ्नो आवाजको
0b4c903d11,bda65,आफ्नो उज्यालोको स्रोत
0f76075f02,41d46,आफ्नो उत्कृष्ट प्राध्यापकीय
018e3e8a1e,b70ea,आफ्नो कब्जामा लियो
04021052f4,95eb0,आफ्नो कम्पनीको कोष
0231ccf4f1,aec4a,आफ्नो कर्यक्रम प्रस्तुत
034064f2fc,9f669,आफ्नो कार्यकाल सकी
061f10be2e,70e10,आफ्नो क्षमता
0e3ae449fd,abc37,आफ्नो गद्यग्रन्थ ललित
0fdcdc7233,da0cf,आफ्नो गुरू भनेका छन्
0a2e23eef6,423bf,आफ्नो घर घरवरिपरिको
0c83c28bc9,bf591,आफ्नो घर नामले चिनिन्छ
0290f2241e,4dccf,आफ्नो घरमा मनाइन्छ
06fcf6fd44,47075,आफ्नो जिब्रो पड्काउन
0df1416185,dfb01,आफ्नो जीवन यापन
0f31740b1c,2e769,आफ्नो तेश्रो छोरा
090a041ddb,b8154,आफ्नो धनुष विदेह
06abeb0502,6d3c6,आफ्नो धर्मको अवलम्बन
06fdcd3342,41d46,आफ्नो नाम थप्न
039ca4b53b,53027,आफ्नो पछिल्लो वैवाहिक
0421bebce3,938ee,आफ्नो परिचय दिनुहोस्
00342a5f73,2001f,आफ्नो परियोजना राख्ने
0bd571284a,555eb,आफ्नो पहिचान बनायो
0666cea681,6f6a8,आफ्नो पहिलो टुर
0a1472853d,39b91,आफ्नो पाप पखाल्नको
0fff9357d8,d593e,आफ्नो पाँच वर्षको
0fc39dc420,2273c,आफ्नो पुत्रको
0a42fd7288,d4e86,आफ्नो प्रजनन केन्द्रको
0fe6cbc0d7,8fbe4,आफ्नो प्रयोगकर्ता पृष्ठमा
070f12cc42,ba3bf,आफ्नो फोनको रूप
0a10c88aae,d8cef,आफ्नो बगैँचाबाट कलमी
0463f9676d,a2ab6,आफ्नो बहुमूल्य समयलाई
05aa9cd4d2,1df77,आफ्नो बहुमूल्य समयलाई
09940284a9,43655,आफ्नो भाइप्रति मनमा
02ce5ee966,4b59a,आफ्नो मतलाई पुष्टि
0392179c4f,bc806,आफ्नो मन वचन
0ce1b8a82f,d31e9,आफ्नो मन वचन
09660ddc91,66260,आफ्नो मनोभावलाई व्यक्त
07178a2e1b,2d618,आफ्नो मिसनबाट चन्द्रमाको
0e84f6eebb,f65eb,आफ्नो मुख खोल्छ
0f018d6b0b,63255,आफ्नो मुख खोल्छ
02f20498d0,dcb32,आफ्नो मुख्यालय
027adde7dd,5b437,आफ्नो लेख अरू
042d425ec7,2771e,आफ्नो सरकारको चुनाव
0d85e73462,3999a,आफ्नो सुन्दरताका कारण
0f8e50fa62,b70ea,आफ्नो सुमधुर आवजले
04b8623c1b,efa9c,आफ्नो स्थापनाका
0c5b9ed670,db4bc,आफ्नो हातमा
08088d67fe,55451,आबद्ध छन् जुन
03cd20823d,5dae1,आम क्यान्सरहरूको लागि अङ्ग्रेजी नामको प्रयोग गरिन्छ।facebook
